english_name,chinese_name,district_code,district_en,district_zh,gazette_date,gazette_notice,gazette_date_raw
TING FUNG STREET,定豐街,TW,Tsuen  Wan,荃灣,1970-03-06,535,25633
TING HING ROAD,汀慶路,TP,Tai  Po,大埔,2000-05-05,2807,36651
TING KOK ROAD,汀角路,TP,Tai  Po,大埔,1970-04-03,713,25661
TING KOK ROAD,汀角路,TP,Tai  Po,大埔,2009-03-06,1502,39878
TING KWAI FONG STREET,丁貴坊街,Is,Islands,離島,1983-06-03,1753,30470
TING KWOK STREET,定國街,TW,Tsuen  Wan,荃灣,1970-03-06,535,25633
TING LAI ROAD,汀麗路,TP,Tai  Po,大埔,1991-06-07,1959,33396
TING ON STREET,定安街,KT,Kwun Tong,觀塘,1968-11-22,2411,25164
TING TAI ROAD,汀太路,TP,Tai  Po,大埔,1990-08-03,2775,33088
TING WO LANE,庭和里,SK,Sai  Kung,西貢,1993-02-19,554,34019
TING YAT ROAD,汀逸路,TW,Tsuen  Wan,荃灣,2010-12-03,7631,40515
TING YIP STREET,定業街,KT,Kwun Tong,觀塘,1968-11-22,2411,25164
TING YUE SQUARE,定裕坊,KT,Kwun Tong,觀塘,1971-07-23,1641,26137
TIP KING ROAD,蝶景路,TM,Tuen  Mun,屯門,1994-07-29,2829,34544
TIT SHU STREET,鐵樹街,YTM,Yau Tsim Mong,油尖旺,1980-03-07,727,29287
TO FUK ROAD,多福道,KC,Kowloon  City,九龍城,1987-09-11,3005,32031
TO FUNG SHAN ROAD,道風山路,ST,Sha Tin,沙田,1994-07-29,2828,34544
TO KWA WAN ROAD,土瓜灣道,KC,Kowloon  City,九龍城,1926-02-12,68,9540
TO KWA WAN ROAD,土瓜灣道,KC,Kowloon  City,九龍城,1926-04-16,202,9603
TO LAI ROAD,桃勵路,TM,Tuen  Mun,屯門,2013-02-08,748,41313
TO LI TERRACE,桃李臺,C&W,Central  &  Western,中西區,1926-01-29,46,9526
TO LOK ROAD,陶樂路,SK,Sai  Kung,西貢,1993-07-09,2388,34159
TO SHEK PATH,多石徑,ST,Sha Tin,沙田,2010-04-09,2046,40277
TO SHEK STREET,多石街,ST,Sha Tin,沙田,1996-11-01,5063,35370
TO SHEK STREET,多石街,ST,Sha Tin,沙田,2010-04-09,2046,40277
TO WAH ROAD,渡華路,YTM,Yau Tsim Mong,油尖旺,1998-05-22,2488,35937
TO YUEN STREET,桃源街,SSP,Sham  Shui  Po,深水埗,1964-01-10,77,23386
TO YUEN STREET,桃源街,SSP,Sham  Shui  Po,深水埗,1988-11-25,4046,32472
TOLO HIGHWAY,吐露港公路,ST-TP,Sha Tin / Tai  Po,沙田 / 大埔,1985-08-30,2853,31289
TONG BIN LANE,塘邊徑,S,Southern,南區,1968-11-29,2445,25171
TONG CHONG STREET,糖廠街,E,Eastern,東區,1960-11-04,1673,22224
TONG CHUN STREET,唐俊街,SK,Sai  Kung,西貢,1998-06-26,3110,35972
TONG CHUN STREET,唐俊街,SK,Sai  Kung,西貢,2000-10-20,6852,36819
TONG CHUN STREET,唐俊街,SK,Sai  Kung,西貢,2003-02-14,934,37666
TONG CHUN STREET,唐俊街,SK,Sai  Kung,西貢,2012-04-20,2687,41019
TONG HANG ROAD,塘亨路,TM,Tuen  Mun,屯門,1990-11-30,4336,33207
TONG HANG ROAD,塘亨路,TM,Tuen  Mun,屯門,2020-10-23,6117,44127
TONG MI ROAD,塘尾道,YTM,Yau Tsim Mong,油尖旺,1923-09-28,411,8672
TONG MI ROAD,塘尾道,YTM,Yau Tsim Mong,油尖旺,1966-02-11,420,24149
TONG MING STREET,唐明街,SK,Sai  Kung,西貢,1998-06-26,3110,35972
TONG SHUI ROAD,糖水道,E,Eastern,東區,1933-07-28,511,12263
TONG TAI ROAD,唐泰路,YL,Yuen Long,元朗,1994-09-16,3496,34593
TONG TAK STREET,唐德街,SK,Sai  Kung,西貢,1998-06-26,3110,35972
TONG YAM STREET,棠蔭街,SSP,Sham  Shui  Po,深水埗,1964-01-10,77,23386
TONG YAN SAN TSUEN INTERCHANGE,唐人新村交匯處,YL,Yuen Long,元朗,1991-06-28,2214,33417
TONG YAN SAN TSUEN ROAD,唐人新村路,YL,Yuen Long,元朗,1985-09-13,3022,31303
TONG YAN SAN TSUEN ROAD,唐人新村路,YL,Yuen Long,元朗,1987-05-08,1540,31905
TONG YAN SAN TSUEN WEST ROAD,唐人新村西路,YL,Yuen Long,元朗,2012-12-14,8052,41257
TONG YIN LANE,唐賢里,SK,Sai  Kung,西貢,1999-04-30,2382,36280
TONG YIN STREET,唐賢街,SK,Sai  Kung,西貢,1998-06-26,3110,35972
TONG YIN STREET,唐賢街,SK,Sai  Kung,西貢,2003-02-14,934,37666
TONG YIN STREET,唐賢街,SK,Sai  Kung,西貢,2012-12-14,8051,41257
TONKIN STREET,東京街,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
TONKIN STREET WEST,東京街西,SSP,Sham  Shui  Po,深水埗,1998-07-03,3230,35979
TONNOCHY ROAD,杜老誌道,WC,Wan  Chai,灣仔,1929-06-14,312,10758
TONNOCHY ROAD,杜老誌道,WC,Wan  Chai,灣仔,1972-07-07,1666,26487
TOSCANA DRIVE,意濤徑,Is,Islands,離島,2024-04-26,2409,45408
TOWN PARK ROAD NORTH,公園北路,YL,Yuen Long,元朗,1987-07-24,2387,31982
TOWN PARK ROAD SOUTH,公園南路,YL,Yuen Long,元朗,1987-07-24,2387,31982
TRADEMART DRIVE,展貿徑,KT,Kwun Tong,觀塘,1996-04-12,1658,35167
TRAMWAY LANE,纜車里,C&W,Central  &  Western,中西區,2015-06-12,4274,42167
TRAMWAY PATH,纜車徑,C&W,Central  &  Western,中西區,1975-10-17,2273,27684
TREGUNTER PATH,地利根德里,C&W,Central  &  Western,中西區,1958-06-27,865,21363
TRUE LIGHT LANE,真光里,KC,Kowloon  City,九龍城,1960-11-18,1755,22238
TRUE LIGHT LANE,真光里,KC,Kowloon  City,九龍城,1980-04-18,1164,29329
TSAN TUEN ROAD,贊端路,Is,Islands,離島,1985-07-05,2166,31233
TSANG TSUI ROAD,曾嘴路,TM,Tuen  Mun,屯門,1993-02-12,479,34012
TSAP FAI STREET,集輝街,SSP,Sham  Shui  Po,深水埗,1935-05-03,351,12907
TSAP TSEUNG STREET,集祥街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
TSAT PO STREET,七寶街,WTS,Wong Tai Sin,黃大仙,1961-09-08,1577,22532
TSAT TSZ MUI ROAD,七姊妹道,E,Eastern,東區,1939-12-15,1179,14594
TSAT TSZ MUI ROAD,七姊妹道,E,Eastern,東區,1976-03-12,580,27831
TSE WAI AVENUE,紫葳路,WTS,Wong Tai Sin,黃大仙,1970-03-06,536,25633
TSENG CHOI STREET,井財街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSEUK KIU STREET,雀橋街,SSP,Sham  Shui  Po,深水埗,1964-01-10,77,23386
TSEUK LUK STREET,爵祿街,WTS,Wong Tai Sin,黃大仙,1961-09-08,1577,22532
TSEUNG KWAN O ROAD,將軍澳道,KT,Kwun Tong,觀塘,1992-04-10,1269,33704
TSEUNG KWAN O ROAD,將軍澳道,KT,Kwun Tong,觀塘,2020-11-20,6776,44155
TSEUNG KWAN O TUNNEL ROAD,將軍澳隧道公路,SK-KT,Sai  Kung / Kwun Tong,西貢 / 觀塘,1990-10-19,3763,33165
TSEUNG KWAN O TUNNEL ROAD,將軍澳隧道公路,SK-KT,Sai  Kung / Kwun Tong,西貢 / 觀塘,1995-04-13,1315,34802
TSEUNG KWAN O TUNNEL ROAD,將軍澳隧道公路,SK-KT,Sai  Kung / Kwun Tong,西貢 / 觀塘,2005-09-30,4965,38625
TSEUNG LAM HIGHWAY,將藍公路,KT-SK,Kwun Tong / Sai  Kung,觀塘 / 西貢,2022-11-25,6835,44890
TSING BIK STREET,青碧街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
TSING CHAU STREET,青州街,KC,Kowloon  City,九龍城,1926-06-25,342,9673
TSING CHAU STREET,青州街,KC,Kowloon  City,九龍城,1931-10-30,694,11626
TSING CHIN STREET,青芊街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING CHUEN WAI ROAD,青磚圍路,TM,Tuen  Mun,屯門,1993-12-10,4542,34313
TSING CHUEN WAI ROAD,青磚圍路,TM,Tuen  Mun,屯門,1996-02-16,807,35111
TSING CHUI PATH,青翠徑,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING CHUNG KOON ROAD,青松觀路,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING CHUNG PATH,青松徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING FAT LANE,青發里,TM,Tuen  Mun,屯門,1999-08-13,4641,36385
TSING FAT STREET,青發街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
TSING FAT STREET,青發街,TM,Tuen  Mun,屯門,2001-04-12,2402,36993
TSING FUK LANE,青福里,TM,Tuen  Mun,屯門,1992-05-29,1862,33753
TSING FUNG STREET,清風街,WC,Wan  Chai,灣仔,1926-06-11,318,9659
TSING HA LANE,青霞里,TM,Tuen  Mun,屯門,1990-03-02,776,32934
TSING HA LANE,青霞里,TM,Tuen  Mun,屯門,1994-07-29,2830,34544
TSING HANG PATH,青杏徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING HANG PATH,青杏徑,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING HO SQUARE,青河坊,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING HOI CIRCUIT,青海圍,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING HUNG ROAD,青鴻路,K&T,Kwai  Tsing,葵青,2003-08-29,5945,37862
TSING KEUNG STREET,青強街,K&T,Kwai  Tsing,葵青,1988-07-22,2353,32346
TSING KING ROAD,青敬路,K&T,Kwai  Tsing,葵青,1989-08-11,2752,32731
TSING KING ROAD,青敬路,K&T,Kwai  Tsing,葵青,1996-05-17,2188,35202
TSING KO ROAD,青高路,K&T,Kwai  Tsing,葵青,2004-12-17,8103,38338
TSING KWAI HIGHWAY,青葵公路,K&T-SSP,Kwai  Tsing / Sham  Shui  Po,葵青 / 深水埗,1997-08-29,1008,35671
TSING KWAI HIGHWAY,青葵公路,K&T-SSP,Kwai  Tsing / Sham  Shui  Po,葵青 / 深水埗,2001-08-03,4785,37106
TSING KWAI HIGHWAY,青葵公路,K&T-SSP,Kwai  Tsing / Sham  Shui  Po,葵青 / 深水埗,2002-02-22,1175,37309
TSING KWAI PATH,青葵徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING LAM ROAD,青欖路,TM,Tuen  Mun,屯門,1999-09-03,5149,36406
TSING LING PATH,青菱徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING LONG HIGHWAY,青朗公路,YL-TM-TW-K&T,Yuen Long / Tuen  Mun / Tsuen  Wan / Kwai  Tsing,元朗 / 屯門 / 荃灣 / 葵青,1998-11-06,5414,36105
TSING LUK STREET,青綠街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING LUK STREET,青綠街,K&T,Kwai  Tsing,葵青,1991-02-22,648,33291
TSING LUN ROAD,青麟路,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING LUN ROAD,青麟路,TM,Tuen  Mun,屯門,1990-11-30,4336,33207
TSING LUN ROAD,青麟路,TM,Tuen  Mun,屯門,1997-06-27,3222,35608
TSING LUNG ROAD,青龍路,TM,Tuen  Mun,屯門,1984-11-30,3530,31016
TSING MIN PATH,青棉徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING MUI STREET,清梅街,K&T,Kwai  Tsing,葵青,1991-03-28,1088,33325
TSING NAM STREET,青南街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING ON STREET,靜安街,WTS,Wong Tai Sin,黃大仙,1963-10-11,2014,23295
TSING PAK PATH,青柏徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING PAK PATH,青柏徑,TM,Tuen  Mun,屯門,1992-05-29,1862,33753
TSING SAN PATH,青新徑,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING SHA HIGHWAY,青沙公路,K&T-SSP-ST,Kwai  Tsing / Sham  Shui  Po / Sha Tin,葵青 / 深水埗 / 沙田,2008-02-01,756,39479
TSING SHA HIGHWAY,青沙公路,K&T-SSP-ST,Kwai  Tsing / Sham  Shui  Po / Sha Tin,葵青 / 深水埗 / 沙田,2009-12-18,7995,40165
TSING SHAN MONASTERY PATH,青山寺徑,TM,Tuen  Mun,屯門,2005-03-18,1294,38429
TSING SHAN SQUARE,青山坊,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING SHEUNG LANE,青尚里,K&T,Kwai  Tsing,葵青,2005-06-30,3130,38533
TSING SHEUNG ROAD,青尚路,K&T,Kwai  Tsing,葵青,1995-11-10,4653,35013
TSING SHEUNG ROAD,青尚路,K&T,Kwai  Tsing,葵青,2004-12-17,8103,38338
TSING SIN STREET,青善街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING SUM STREET,清心街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING TAI ROAD,青泰路,TM,Tuen  Mun,屯門,1984-11-30,3530,31016
TSING TAI ROAD,青泰路,TM,Tuen  Mun,屯門,1996-02-16,806,35111
TSING TAI ROAD,青泰路,TM,Tuen  Mun,屯門,1996-03-08,1157,35132
TSING TIM STREET,清甜街,K&T,Kwai  Tsing,葵青,1988-07-22,2353,32346
TSING TIN INTERCHANGE,青田交匯處,TM,Tuen  Mun,屯門,2020-12-31,7695,44196
TSING TIN ROAD,青田路,TM,Tuen  Mun,屯門,1990-11-30,4336,33207
TSING TO PATH,青桃徑,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TSING TSUEN ROAD,青荃路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1987-12-24,4315,32135
TSING WU SQUARE,青湖坊,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING WUI STREET,青匯街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSING WUN ROAD,青雲路,TM,Tuen  Mun,屯門,1977-12-23,3134,28482
TSING YAN STREET,青茵街,TM,Tuen  Mun,屯門,1991-02-08,503,33277
TSING YEUNG CIRCUIT,青楊街,TM,Tuen  Mun,屯門,1983-01-28,326,30344
TSING YI HEUNG SZE WUI ROAD,青衣鄉事會路,K&T,Kwai  Tsing,葵青,1979-07-06,1702,29042
TSING YI HEUNG SZE WUI ROAD,青衣鄉事會路,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING YI HEUNG SZE WUI ROAD,青衣鄉事會路,K&T,Kwai  Tsing,葵青,2002-02-22,1175,37309
TSING YI HONG WAN ROAD,青衣航運路,K&T,Kwai  Tsing,葵青,2003-12-05,8748,37960
TSING YI HONG WAN ROAD,青衣航運路,K&T,Kwai  Tsing,葵青,2009-12-18,7995,40165
TSING YI INTERCHANGE,青衣交匯處,K&T,Kwai  Tsing,葵青,2002-02-22,1175,37309
TSING YI NORTH COASTAL ROAD,青衣北岸公路,K&T,Kwai  Tsing,葵青,1999-06-25,3548,36336
TSING YI ROAD,青衣路,K&T,Kwai  Tsing,葵青,1979-07-06,1702,29042
TSING YI ROAD,青衣路,K&T,Kwai  Tsing,葵青,1983-12-02,3793,30652
TSING YI ROAD,青衣路,K&T,Kwai  Tsing,葵青,2003-08-29,5946,37862
TSING YI ROAD WEST,青衣西路,K&T,Kwai  Tsing,葵青,1988-07-22,2353,32346
TSING YICK ROAD,青亦路,TM,Tuen  Mun,屯門,2014-05-09,2737,41768
TSING YIN STREET,青賢街,TM,Tuen  Mun,屯門,1983-01-28,326,30344
TSING YIN STREET,青賢街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
TSING YING ROAD,青盈路,TM,Tuen  Mun,屯門,2013-03-01,1161,41334
TSING YIP STREET,青葉街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING YU STREET,清譽街,K&T,Kwai  Tsing,葵青,1986-09-12,3157,31667
TSING YU STREET,清譽街,K&T,Kwai  Tsing,葵青,1991-02-22,648,33291
TSING YUEN STREET,靖遠街,TP,Tai  Po,大埔,1930-05-02,262,11080
TSING YUEN STREET,靖遠街,TP,Tai  Po,大埔,1961-11-10,1975,22595
TSING YUNG STREET,青榕街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSIU KENG ROAD,蕉徑路,N,North,北區,2008-05-02,2892,39570
TSO KUNG SQUARE,曹公坊,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
TSO KUNG STREET,曹公街,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
TSO WO ROAD,早禾路,SK,Sai  Kung,西貢,1994-04-22,1429,34446
TSOI TAK STREET,載德街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
TSOK POK HANG ROAD,作壆坑路,ST,Sha Tin,沙田,1982-12-17,3954,30302
TSUEN FU STREET,荃富街,TW,Tsuen  Wan,荃灣,1980-11-28,3731,29553
TSUEN FU STREET,荃富街,TW,Tsuen  Wan,荃灣,1981-02-20,596,29637
TSUEN FU STREET,荃富街,TW,Tsuen  Wan,荃灣,1995-06-01,2020,34851
TSUEN HING PATH,荃興徑,TW,Tsuen  Wan,荃灣,1972-09-15,2305,26557
TSUEN KAM INTERCHANGE,荃錦交匯處,TW,Tsuen  Wan,荃灣,1983-11-04,3497,30624
TSUEN KAM INTERCHANGE,荃錦交匯處,TW,Tsuen  Wan,荃灣,1990-04-06,1265,32969
TSUEN KING CIRCUIT,荃景圍,TW,Tsuen  Wan,荃灣,1980-11-28,3731,29553
TSUEN KING CIRCUIT,荃景圍,TW,Tsuen  Wan,荃灣,1992-11-20,4151,33928
TSUEN KWAI STREET,荃貴街,TW,Tsuen  Wan,荃灣,1980-11-28,3731,29553
TSUEN KWAI STREET,荃貴街,TW,Tsuen  Wan,荃灣,1995-06-01,2020,34851
TSUEN LOK STREET,荃樂街,TW,Tsuen  Wan,荃灣,1973-03-16,704,26739
TSUEN NAM ROAD,村南道,ST,Sha Tin,沙田,1969-12-24,2561,25561
TSUEN NAM ROAD,村南道,ST,Sha Tin,沙田,1984-10-19,3072,30974
TSUEN NAM ROAD,村南道,ST,Sha Tin,沙田,1985-07-26,2430,31254
TSUEN TSING INTERCHANGE,荃青交匯處,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,2001-04-06,2270,36987
TSUEN WAH STREET,荃華街,TW,Tsuen  Wan,荃灣,1980-11-28,3731,29553
TSUEN WAH STREET,荃華街,TW,Tsuen  Wan,荃灣,1995-06-01,2020,34851
TSUEN WAN MARKET STREET,荃灣街市街,TW,Tsuen  Wan,荃灣,1938-04-14,299,13984
TSUEN WAN MARKET STREET,荃灣街市街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
TSUEN WAN MARKET STREET,荃灣街市街,TW,Tsuen  Wan,荃灣,1985-11-01,3646,31352
TSUEN WAN ROAD,荃灣路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1981-09-18,2793,29847
TSUEN WAN ROAD,荃灣路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1986-08-15,2818,31639
TSUEN WAN ROAD,荃灣路,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,2001-08-03,4785,37106
TSUEN WING STREET,荃榮街,TW,Tsuen  Wan,荃灣,1980-11-28,3731,29553
TSUEN WING STREET,荃榮街,TW,Tsuen  Wan,荃灣,2003-05-09,3137,37750
TSUEN YIP STREET,荃業街,TW,Tsuen  Wan,荃灣,1987-12-24,4316,32135
TSUI FUNG STREET,翠鳳街,WTS,Wong Tai Sin,黃大仙,1963-11-08,2197,23323
TSUI HING STREET,翠興街,KT,Kwun Tong,觀塘,1984-04-19,1193,30791
TSUI KING STREET,翠景街,E,Eastern,東區,1983-03-18,872,30393
TSUI LAM ROAD,翠琳路,SK,Sai  Kung,西貢,1988-07-22,2355,32346
TSUI MAN STREET,聚文街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
TSUI PING ROAD,翠屏道,KT,Kwun Tong,觀塘,1957-02-22,264,20873
TSUI SING ROAD,聚星路,YL,Yuen Long,元朗,2003-05-30,3665,37771
TSUI WAN STREET,翠灣街,E,Eastern,東區,1991-06-07,1960,33396
TSUI WAN STREET,翠灣街,E,Eastern,東區,1996-11-22,5409,35391
TSUN FAT STREET,駿發街,KC,Kowloon  City,九龍城,1959-04-17,548,21657
TSUN FU STREET,巡撫街,N,North,北區,1958-06-06,770,21342
TSUN KING ROAD,駿景路,ST,Sha Tin,沙田,1995-07-28,2928,34908
TSUN KING ROAD,駿景路,ST,Sha Tin,沙田,2005-06-03,2641,38506
TSUN WEN ROAD,震寰路,TM,Tuen  Mun,屯門,1977-05-27,1189,28272
TSUN WEN ROAD,震寰路,TM,Tuen  Mun,屯門,1983-01-28,326,30344
TSUN WEN ROAD,震寰路,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TSUN WEN ROAD,震寰路,TM,Tuen  Mun,屯門,1990-11-02,3965,33179
TSUN YIP LANE,駿業里,KT,Kwun Tong,觀塘,1957-02-22,264,20873
TSUN YIP STREET,駿業街,KT,Kwun Tong,觀塘,1957-02-22,264,20873
TSUN YUEN STREET,晉源街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
TSUNG MAN STREET,崇文街,S,Southern,南區,1956-06-29,805,20635
TSUNG TAU HA ROAD,松頭下路,ST,Sha Tin,沙田,1981-06-12,1685,29749
TSZ LOI LANE,紫來里,KT,Kwun Tong,觀塘,1961-05-19,850,22420
TSZ LUN ROAD,紫麟路,TM,Tuen  Mun,屯門,2024-08-23,4962,45527
TSZ MI ALLEY,紫薇街,C&W,Central  &  Western,中西區,1976-03-12,580,27831
TSZ TIN ROAD,紫田路,TM,Tuen  Mun,屯門,1990-11-30,4336,33207
TSZ TIN ROAD,紫田路,TM,Tuen  Mun,屯門,2020-10-23,6117,44127
TSZ WAH LANE,慈華里,WTS,Wong Tai Sin,黃大仙,1971-01-22,139,25955
TSZ WAN SHAN ROAD,慈雲山道,WTS,Wong Tai Sin,黃大仙,1966-06-30,1684,24288
TUEN FAT ROAD,屯發路,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TUEN FAT ROAD,屯發路,TM,Tuen  Mun,屯門,1990-11-02,3963,33179
TUEN FU ROAD,屯富路,TM,Tuen  Mun,屯門,1996-02-16,804,35111
TUEN FU ROAD,屯富路,TM,Tuen  Mun,屯門,1999-04-09,1946,36259
TUEN HI ROAD,屯喜路,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TUEN HING ROAD,屯興路,TM,Tuen  Mun,屯門,1986-08-15,2819,31639
TUEN HING ROAD,屯興路,TM,Tuen  Mun,屯門,1997-09-12,1252,35685
TUEN HOP STREET,屯合街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
TUEN KWAI ROAD,屯貴路,TM,Tuen  Mun,屯門,1999-04-09,1944,36259
TUEN KWAI ROAD,屯貴路,TM,Tuen  Mun,屯門,2002-01-25,611,37281
TUEN LEE STREET,屯利街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TUEN LOK LANE,屯樂里,TM,Tuen  Mun,屯門,2021-12-03,7633,44533
TUEN LUNG STREET,屯隆街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TUEN MUN CHEK LAP KOK TUNNEL ROAD,屯門赤鱲角隧道公路,TM-Is,Tuen  Mun / Islands,屯門 / 離島,2020-11-06,6474,44141
TUEN MUN HEUNG SZE WUI ROAD,屯門鄉事會路,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
TUEN MUN HEUNG SZE WUI ROAD,屯門鄉事會路,TM,Tuen  Mun,屯門,1983-01-28,326,30344
TUEN MUN HEUNG SZE WUI ROAD,屯門鄉事會路,TM,Tuen  Mun,屯門,1990-11-02,3963,33179
TUEN MUN HEUNG SZE WUI ROAD,屯門鄉事會路,TM,Tuen  Mun,屯門,1991-07-19,2513,33438
TUEN MUN ROAD,屯門公路,TM-TW,Tuen  Mun / Tsuen  Wan,屯門 / 荃灣,1979-01-26,262,28881
TUEN MUN ROAD,屯門公路,TM-TW,Tuen  Mun / Tsuen  Wan,屯門 / 荃灣,1992-01-10,164,33613
TUEN MUN ROAD,屯門公路,TM-TW,Tuen  Mun / Tsuen  Wan,屯門 / 荃灣,1994-12-09,4724,34677
TUEN ON LANE,屯安里,TM,Tuen  Mun,屯門,1999-04-09,1944,36259
TUEN SHING STREET,屯盛街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
TUEN SHUN STREET,屯順街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
TUEN TSING LANE,屯青里,TM,Tuen  Mun,屯門,1991-07-19,2512,33438
TUEN WUI STREET,屯匯街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
TUEN YAN STREET,屯仁街,TM,Tuen  Mun,屯門,1990-11-02,3963,33179
TUEN YEE STREET,屯義街,TM,Tuen  Mun,屯門,1990-11-02,3962,33179
TUN YU ROAD,惇裕路,YL,Yuen Long,元朗,2006-07-14,4443,38912
TUNG CHAU STREET,通州街,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,1927-11-25,699,10191
TUNG CHAU STREET,通州街,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,1976-06-18,1301,27929
TUNG CHAU WEST STREET,通州西街,SSP,Sham  Shui  Po,深水埗,1976-06-18,1301,27929
TUNG CHEONG STREET,東昌街,TP,Tai  Po,大埔,1999-10-08,5858,36441
TUNG CHEONG STREET,東昌街,TP,Tai  Po,大埔,2020-08-07,4507,44050
TUNG CHI STREET,童子街,K&T,Kwai  Tsing,葵青,1964-05-29,1346,23526
TUNG CHI STREET,童子街,K&T,Kwai  Tsing,葵青,1966-03-11,687,24177
TUNG CHOI STREET,通菜街,YTM,Yau Tsim Mong,油尖旺,1924-08-29,492,9008
TUNG CHUNG EASTERN INTERCHANGE,東涌東交匯處,Is,Islands,離島,1997-04-25,2008,35545
TUNG CHUNG ROAD,東涌道,Is,Islands,離島,1969-12-05,2429,25542
TUNG CHUNG ROAD,東涌道,Is,Islands,離島,2008-07-11,4753,39640
TUNG CHUNG ROAD,東涌道,Is,Islands,離島,2009-01-30,683,39843
TUNG CHUNG ROAD NORTH,東涌道北,Is,Islands,離島,2008-07-11,4753,39640
TUNG CHUNG WATERFRONT ROAD,東涌海濱路,Is,Islands,離島,1997-04-25,2008,35545
TUNG CHUNG WATERFRONT ROAD,東涌海濱路,Is,Islands,離島,1998-06-19,2978,35965
TUNG FAI ROAD,東輝路,Is,Islands,離島,1998-12-18,6283,36147
TUNG FAI ROAD,東輝路,Is,Islands,離島,2019-07-26,4781,43672
TUNG FAT ROAD,東發道,WTS,Wong Tai Sin,黃大仙,1967-02-24,428,24527
TUNG FAT SQUARE,同發坊,TP,Tai  Po,大埔,1966-03-11,688,24177
TUNG FONG STREET,東方街,YTM,Yau Tsim Mong,油尖旺,1924-08-29,492,9008
TUNG FUK ROAD,同福路,TM,Tuen  Mun,屯門,2009-08-14,5125,40039
TUNG HEI ROAD,東喜道,E,Eastern,東區,1987-04-16,1306,31883
TUNG HEI ROAD,東喜道,E,Eastern,東區,1991-06-07,1960,33396
TUNG KIN ROAD,東健道,E,Eastern,東區,1997-07-25,385,35636
TUNG KWONG ROAD,東光道,WTS,Wong Tai Sin,黃大仙,1967-02-24,428,24527
TUNG LAM TERRACE,東林台,TW,Tsuen  Wan,荃灣,1998-05-29,2631,35944
